iter	Logloss
214	0.001075144266
215	0.001075134216
216	0.001075111577
217	0.001075110633
218	0.001075130733
219	0.001075120788
220	0.001075072447
221	0.001075089778
222	0.001075094929
223	0.001075109878
224	0.001075089169
225	0.001075089169
226	0.001075089169
227	0.001075046787
228	0.001075026268
229	0.001075026268
230	0.001075024747
231	0.001075024747
232	0.001075024747
233	0.001075034965
234	0.001075034965
235	0.001075034965
236	0.001075034965
237	0.001075034965
238	0.001075028933
239	0.001075028933
240	0.001075028933
241	0.001075028933
242	0.001075028933
243	0.001075028933
244	0.001075028933
245	0.00107499765
246	0.00107499765
247	0.00107499765
248	0.00107499765
249	0.00107499765
250	0.001075000807
251	0.001075000807
252	0.001074969955
253	0.001074969955
254	0.001074969955
255	0.001074969955
256	0.001074969955
257	0.001074969955
258	0.001074969955
259	0.001074969955
260	0.001074969955
261	0.001074969955
262	0.001074969955
263	0.001074975798
264	0.001074975798
265	0.001074975798
266	0.001074975798
267	0.001074975798
268	0.001074975798
269	0.001074997209
270	0.001074997209
271	0.001074997209
272	0.001074989404
273	0.001074989404
274	0.001074989404
275	0.001074973721
276	0.001074973721
277	0.001074970972
278	0.001074970972
279	0.001074970972
280	0.001074974445
281	0.001074974445
282	0.001074974445
283	0.001074974445
284	0.001074974445
285	0.00107494826
286	0.00107494826
287	0.00107494826
288	0.00107494826
289	0.00107494826
290	0.00107494826
291	0.00107494826
292	0.00107494826
293	0.00107494826
294	0.00107494826
295	0.00107494826
296	0.00107494826
297	0.00107494826
298	0.001074936595
299	0.001074936595
300	0.001074936595
301	0.001074936595
302	0.001074936595
303	0.001074936595
304	0.001074936595
305	0.001057607382
306	0.001057623474
307	0.001057606301
308	0.001057595926
309	0.001057623013
310	0.001057576099
311	0.001057580358
312	0.001057556188
313	0.00105758874
314	0.001057523615
315	0.001057556838
316	0.001057570602
317	0.001057573665
318	0.001057526479
319	0.00105751645
320	0.00105753143
321	0.00105753549
322	0.001057532227
323	0.001057495563
324	0.001057525157
325	0.001057459192
326	0.001057500556
327	0.001057454356
328	0.001057464217
329	0.001057452394
330	0.001057439365
331	0.001057445009
332	0.00105745017
333	0.001057408428
334	0.001057453622
335	0.001057391203
336	0.001057402722
337	0.001057393721
338	0.001057410464
339	0.001057418971
340	0.00105737446
341	0.001057383346
342	0.001057375457
343	0.001057376401
344	0.001057364358
345	0.001057317077
346	0.001057384426
347	0.001057364777
348	0.001057342516
349	0.001057342328
350	0.001057377397
351	0.00105733853
352	0.001057332823
353	0.001057317423
354	0.001057333075
355	0.001057306838
356	0.001057336369
357	0.00105731801
358	0.001057290966
359	0.001057338299
360	0.001057308254
361	0.001057347867
362	0.001057258623
363	0.001057310615
364	0.001057263848
365	0.001057269681
366	0.001057293106
367	0.001057240045
368	0.001057266313
369	0.001057261236
370	0.001057226848
371	0.001057233771
372	0.001057211017
373	0.001057217459
374	0.001057209947
375	0.001057203664
376	0.001057196457
377	0.001057171657
378	0.001057163642
379	0.001057182273
380	0.001057150665
381	0.001057142514
382	0.001057146501
383	0.001057149616
384	0.001057110245
385	0.001057127366
386	0.001057113844
387	0.00105710565
388	0.001057119162
389	0.001057086893
390	0.001057094195
391	0.001057105881
392	0.001057097174
393	0.001057089915
394	0.001057069059
395	0.001057078018
396	0.00105710414
397	0.001057059807
398	0.001057049327
399	0.001057060079
400	0.001057021401
401	0.001057015012
402	0.001057002675
403	0.001057027957
404	0.001057024611
405	0.001057021632
406	0.001057002518
407	0.001056960891
408	0.001056987506
409	0.001056963115
410	0.001056973774
411	0.001056964595
412	0.001056946278
413	0.001056974928
414	0.001056974938
415	0.001056929745
416	0.001056942124
417	0.001056930951
418	0.00105692814
419	0.001056933962
420	0.001056885244
421	0.001056937424
422	0.001056867326
423	0.001056883041
424	0.001056893731
425	0.001056897791
426	0.001056882695
427	0.001056874837
428	0.001056835813
429	0.001056905459
430	0.001056869057
431	0.001056854087
432	0.001056857161
433	0.001056826843
434	0.001056856437
435	0.001056883429
436	0.001056830872
437	0.001056841142
438	0.001056814412
439	0.001056834617
440	0.001056839149
441	0.001056832372
442	0.001056831281
443	0.001056810845
444	0.001056797942
445	0.001056815041
446	0.001056789749
447	0.001056791721
448	0.001056822332
449	0.001056792004
450	0.001056776184
451	0.001056797942
452	0.001056807782
453	0.001056777212
454	0.00105676754
455	0.00105678657
456	0.001056773352
457	0.001056773876
458	0.001056769114
459	0.001056763019
460	0.001056774884
461	0.001056740286
462	0.001056771946
463	0.001056778734
464	0.001056734778
465	0.00105677309
466	0.001056743769
467	0.001056756672
468	0.001056743087
469	0.001056732124
470	0.001056707188
471	0.001056717846
472	0.001056733582
473	0.001056680343
